cleansing,CaseFolding
Dapat diskonan paketan Gb  tapi ketika di aktifkan hanya dapat Gb  kenapa bisa gak sama hasilnya  Tapi untuk keseluruhan Xl ,dapat diskonan paketan gb  tapi ketika di aktifkan hanya dapat gb  kenapa bisa gak sama hasilnya  tapi untuk keseluruhan xl 
Kemarin saya beli paket data  GB tapi yg masuk cuman  GB  Lah  gak terima dong Belinya  GB masuknya  GB doang  Kembali ke konter tempat beli data  katanya gangguan  Sudah di laporkan sama mbak konternya ke XL  tapi sampai sekarang kuota saya belum bertambah loh  Masih tetap  GB Sumpah kecewa Bertahun saya pakai XL  baru kali ini kecewa Pokoknya saya tidak mau tau  kuota saya harus  GB dong sesuai dengan yang saya beli,kemarin saya beli paket data  gb tapi yg masuk cuman  gb  lah  gak terima dong belinya  gb masuknya  gb doang  kembali ke konter tempat beli data  katanya gangguan  sudah di laporkan sama mbak konternya ke xl  tapi sampai sekarang kuota saya belum bertambah loh  masih tetap  gb sumpah kecewa bertahun saya pakai xl  baru kali ini kecewa pokoknya saya tidak mau tau  kuota saya harus  gb dong sesuai dengan yang saya beli
kuota sangat lengkap murah lagi tapi sayang untuk kecepatan internet untuk di wilayah saya masih suka lelet tiba tiba jadi tolong diperbaiki kualitas sinyal nya ya kak,kuota sangat lengkap murah lagi tapi sayang untuk kecepatan internet untuk di wilayah saya masih suka lelet tiba tiba jadi tolong diperbaiki kualitas sinyal nya ya kak
Sudah beberapa hari ini sinyal semakin buruk tidak bisa buat main game Sedikit kecewa karena sudah lama memakai kartu xl Baru kali ini kecewa sekali Tolong di perbaiki,sudah beberapa hari ini sinyal semakin buruk tidak bisa buat main game sedikit kecewa karena sudah lama memakai kartu xl baru kali ini kecewa sekali tolong di perbaiki
Tanpa ada pemberitahuan kalau sinyal down Ini saya lagi ngojol kalau kenapa kenapa denga akun saya gimana gara gara sinyal down Toling dong ini sudah diperbaikin lagi sistemnya bukan nya malah makin baik malah makin buruk nih XL,tanpa ada pemberitahuan kalau sinyal down ini saya lagi ngojol kalau kenapa kenapa denga akun saya gimana gara gara sinyal down toling dong ini sudah diperbaikin lagi sistemnya bukan nya malah makin baik malah makin buruk nih xl
Ada apa dengan AXIS Kok sering LEMOT Semoga XL & AXIS jaringannya semakin kuat  sebab saya pengguna XL & AXIS  Semangat Semoga XL & AXIS semakin kuat jaringannya  Aamiin,ada apa dengan axis kok sering lemot semoga xl & axis jaringannya semakin kuat  sebab saya pengguna xl & axis  semangat semoga xl & axis semakin kuat jaringannya  aamiin
XL gila Sumpah masa ditulis promo kuotanya GB tapi yang datang malah GB  bukannya apa cuman yang bener dong kalo bikin promosi tuh Mana boros lagi Ga bakal pakai XL lagi,xl gila sumpah masa ditulis promo kuotanya gb tapi yang datang malah gb  bukannya apa cuman yang bener dong kalo bikin promosi tuh mana boros lagi ga bakal pakai xl lagi
XL semakin tidak bagus jaringannya sudah beli kuota di aplikasi XL jelek kawan kawan semua beralih ke jaringan indosat atau telkomsel kalau seperti ini terus jaringan XL,xl semakin tidak bagus jaringannya sudah beli kuota di aplikasi xl jelek kawan kawan semua beralih ke jaringan indosat atau telkomsel kalau seperti ini terus jaringan xl
Baru isi paket jaringannya rusak banget ga bisa dipake buat apapun  Jangankan sosial media apk xl nya sendiri aja ga bisa kebuka karna jaringan burik nyesel beli kartu xl,baru isi paket jaringannya rusak banget ga bisa dipake buat apapun  jangankan sosial media apk xl nya sendiri aja ga bisa kebuka karna jaringan burik nyesel beli kartu xl
Payah dahlah pindah provider aja udah sinyal lemah  harga mahal kode veritifikasi login lama mask nya pula menit baru masuk sedangkan dalam menit itu kode sudah hangus gmna itu payah,payah dahlah pindah provider aja udah sinyal lemah  harga mahal kode veritifikasi login lama mask nya pula menit baru masuk sedangkan dalam menit itu kode sudah hangus gmna itu payah
Banyak Bug eror apk gk jelass  bukannya mempermudah malah mempersulit Saran saya sih mending cek isi ulangnya di buat juga di web supaya kalau di apk gk bisa bisa ke web,banyak bug eror apk gk jelass  bukannya mempermudah malah mempersulit saran saya sih mending cek isi ulangnya di buat juga di web supaya kalau di apk gk bisa bisa ke web
Min ko gangguannya tiap minggu ya Kalo gak becus kerja bakar aja tuh perusahaan xl gak guna  kuota mahal tapi jaringan lemot katanya kapanpun dan di manapun gblok dasar,min ko gangguannya tiap minggu ya kalo gak becus kerja bakar aja tuh perusahaan xl gak guna  kuota mahal tapi jaringan lemot katanya kapanpun dan di manapun gblok dasar
Sumpah ini jaringan XL makin ke sini makin parah gw kerja dari rumah buat kirim bukti fail lola bgt sumpah ampe di maki maki pimpinan gw tolong donk di perbaiki sedikit kita butuh jaringan anda stabil karna kita pekerjaan membutuhkan kesetabilan dalam bekerja,sumpah ini jaringan xl makin ke sini makin parah gw kerja dari rumah buat kirim bukti fail lola bgt sumpah ampe di maki maki pimpinan gw tolong donk di perbaiki sedikit kita butuh jaringan anda stabil karna kita pekerjaan membutuhkan kesetabilan dalam bekerja
Sinyal bagus dan stabil serta banyak diskon untuk paket kuota saya senang Hal yang mengganggu adalah setiap mati lampu kenapa koneksi sinyal terputus,sinyal bagus dan stabil serta banyak diskon untuk paket kuota saya senang hal yang mengganggu adalah setiap mati lampu kenapa koneksi sinyal terputus
Kirain gangguan sinyal sampai hari itu mah gangguan jiwa parah lu quota gue msh  GB ini aja gue on pake smart pren balikin ga,kirain gangguan sinyal sampai hari itu mah gangguan jiwa parah lu quota gue msh  gb ini aja gue on pake smart pren balikin ga
Kenapa signal XL sering hilang mohon di perbaiki jgn sampai pengguna XL gak puas utamakan pelayanan faham Maaf aku kasih bintang kalau signal XL udh stabil baru bintang nya di full kan,kenapa signal xl sering hilang mohon di perbaiki jgn sampai pengguna xl gak puas utamakan pelayanan faham maaf aku kasih bintang kalau signal xl udh stabil baru bintang nya di full kan
Fitur aplikasinya bagus  Tp sy agak kesel sama jaringannya ya  Tidak menjangkau semua wilayah  Mungkin memang xl cocok utk orang  urban  tp kurang bisa diajak flexible Klo bepergian,fitur aplikasinya bagus  tp sy agak kesel sama jaringannya ya  tidak menjangkau semua wilayah  mungkin memang xl cocok utk orang  urban  tp kurang bisa diajak flexible klo bepergian
Kenapa sih gak bisa bagi pulsa ke Operator lain selain xl axis  Padahal lagi butuh banget  lagi darurat banget malahan mau dipake dicoba nggak jadi jadi  Tolong dibisain dong biar kalo lagi kepepet tengah malem gini gak bingung,kenapa sih gak bisa bagi pulsa ke operator lain selain xl axis  padahal lagi butuh banget  lagi darurat banget malahan mau dipake dicoba nggak jadi jadi  tolong dibisain dong biar kalo lagi kepepet tengah malem gini gak bingung
Sumpah udah hampir mau sebulan jaringan internet gak stabil di sabar sabarin tadi nya sih di kira cuma sehari dua hari tapi skrng sudah habis kesabaran nya huft mohon maaf,sumpah udah hampir mau sebulan jaringan internet gak stabil di sabar sabarin tadi nya sih di kira cuma sehari dua hari tapi skrng sudah habis kesabaran nya huft mohon maaf
Jelek bgt  Baru isi paket data signal ilang mulu  terkadang malah kartu tdk terbaca  Tlglah ditingkatkan lagi  katanya XL Prioritas  Thank you,jelek bgt  baru isi paket data signal ilang mulu  terkadang malah kartu tdk terbaca  tlglah ditingkatkan lagi  katanya xl prioritas  thank you
Buat apa ada kuota youtube  jam kalo kuota regular yg di sedot Fak XL BIKIN NAIK DARAH Sangat buruk XL SANGAT BURUK,buat apa ada kuota youtube  jam kalo kuota regular yg di sedot fak xl bikin naik darah sangat buruk xl sangat buruk
Saya kecewa banget sama xl dulu XL cepet banget jaringannya sampai menurut saya kemungkinan lag lemot itu cuma beberapa persen tapi sekarang berbeda malahan lag  lemot banget tolong dari pihak XL perbaiki jaringannya dan saya juga bingung  cara ngaktifin LTE XL di hape Vivo atau Vivo gmn,saya kecewa banget sama xl dulu xl cepet banget jaringannya sampai menurut saya kemungkinan lag lemot itu cuma beberapa persen tapi sekarang berbeda malahan lag  lemot banget tolong dari pihak xl perbaiki jaringannya dan saya juga bingung  cara ngaktifin lte xl di hape vivo atau vivo gmn
Sangat mengecewakan beli kuota katanya gb gb kuota utama  mb youtube dan gb kuota lokal masa yang dapet malah gb  Beli  gb yang dapet cuma setengahnya  Kemana gb nya Mengecewakan lebih untung im  cara aku dari pada ini pembohong,sangat mengecewakan beli kuota katanya gb gb kuota utama  mb youtube dan gb kuota lokal masa yang dapet malah gb  beli  gb yang dapet cuma setengahnya  kemana gb nya mengecewakan lebih untung im  cara aku dari pada ini pembohong
Sumpah sama XL udah gak bener kemaren beli kuota Rp Pulsa nya terpotong paketnya gak masuk Sekarang beli kuota malah kuota lokal nya yang gak masuk Dan mau nya nipu nipu mulu heran Heran sama XL bener Asudahlah Ganti Daplover yang pasti pasti aja,sumpah sama xl udah gak bener kemaren beli kuota rp pulsa nya terpotong paketnya gak masuk sekarang beli kuota malah kuota lokal nya yang gak masuk dan mau nya nipu nipu mulu heran heran sama xl bener asudahlah ganti daplover yang pasti pasti aja
Makasih ya udah membuat saya MARAH marah sampe sakit cuma mau bilang XL sukses buat gue sakit pusing serius untung gak serius semoga kalian baik baik aja yaa soalnya biasanya apa yg kamu lakukan kamu juga akan mendapatkan yg sama TRIms KL belum dibetulin gausah minta bintang gak pantes sadar diri sinyal lu jelek bersyukur aja masih ada yang pake  kenapa ya saya beli paket gb  rb malah msknya  gb  Situ korupsi  Saya udh bayar  rb lho  Udh sinyalnya jelek pelayanannya buruk,makasih ya udah membuat saya marah marah sampe sakit cuma mau bilang xl sukses buat gue sakit pusing serius untung gak serius semoga kalian baik baik aja yaa soalnya biasanya apa yg kamu lakukan kamu juga akan mendapatkan yg sama trims kl belum dibetulin gausah minta bintang gak pantes sadar diri sinyal lu jelek bersyukur aja masih ada yang pake  kenapa ya saya beli paket gb  rb malah msknya  gb  situ korupsi  saya udh bayar  rb lho  udh sinyalnya jelek pelayanannya buruk
Gimana sih xl nih Masa aku barusan beli paketan  gb  rb  tapi tiba tiba jadi  gb  rb Apa gara gara promo nya habis Padahal pertama masih kmrn masih bnr lho Suka nya nambah ngurang sendiri Bonus yg di dpt juga beda Masa tulisannya  gb tapi nyatanya cuma  mb Gimana nih Saya pelanggan setia xl lho Kecewa saya Mana aplikasinya lemot banget lagi,gimana sih xl nih masa aku barusan beli paketan  gb  rb  tapi tiba tiba jadi  gb  rb apa gara gara promo nya habis padahal pertama masih kmrn masih bnr lho suka nya nambah ngurang sendiri bonus yg di dpt juga beda masa tulisannya  gb tapi nyatanya cuma  mb gimana nih saya pelanggan setia xl lho kecewa saya mana aplikasinya lemot banget lagi
Saya biasanya beli paket yg minggu ribuan dengan paket gb sekarang yg masuk cuman paket utama dan paket YT  paket bonusya tidak masuk  Tolong solusinya gmna  Apa yg harus saya lakukan  Atau kah hrus saya kembali ke TELKOMSEL karena pelayanan beli paketnya banya penjpuan,saya biasanya beli paket yg minggu ribuan dengan paket gb sekarang yg masuk cuman paket utama dan paket yt  paket bonusya tidak masuk  tolong solusinya gmna  apa yg harus saya lakukan  atau kah hrus saya kembali ke telkomsel karena pelayanan beli paketnya banya penjpuan
Maaf ini kenapa ya  saya baru beli paket kemarin gb trus saya juga dapet bonus unlimited ig sm fb  dan saya cuma pake buat main wa  ig  dan fb tp knpa hari ini tiba  kouta sya tinggal gb  kesel banget sm xl skrng jadi males pake xl,maaf ini kenapa ya  saya baru beli paket kemarin gb trus saya juga dapet bonus unlimited ig sm fb  dan saya cuma pake buat main wa  ig  dan fb tp knpa hari ini tiba  kouta sya tinggal gb  kesel banget sm xl skrng jadi males pake xl
Tlong SINYALNYA kenapa ya akhir akhir ini sinyalnya dateng lgi ilang lgi  saya sampai gk bisa ngirim tugas untung gurunya pengertian nonton anime  plis sinyal anda dimana  Tugas saya masih banyak yg blom dikumpul  mana rapotan udh deket lgi  Tolong kedepannya sinyal oh sinyal,tlong sinyalnya kenapa ya akhir akhir ini sinyalnya dateng lgi ilang lgi  saya sampai gk bisa ngirim tugas untung gurunya pengertian nonton anime  plis sinyal anda dimana  tugas saya masih banyak yg blom dikumpul  mana rapotan udh deket lgi  tolong kedepannya sinyal oh sinyal
Jaringan gk jelas lag terus Padahal kouta masih GB pas di pake serasa menggunkan kouta mb lag parah buka youtube aja gk bisa Gk jelas Sama jaringan selama bulan ini Kenapa cuman bantang doang padahal gw tinggal di kota bukan di desa,jaringan gk jelas lag terus padahal kouta masih gb pas di pake serasa menggunkan kouta mb lag parah buka youtube aja gk bisa gk jelas sama jaringan selama bulan ini kenapa cuman bantang doang padahal gw tinggal di kota bukan di desa
Layanan nya memuaskan  sayangnya saya tidak bisa memberikan bintang soalnya  harga paketnya masih jauh dari yg idamkan pengguna  tolonglah turunkan harga paket internet nya,layanan nya memuaskan  sayangnya saya tidak bisa memberikan bintang soalnya  harga paketnya masih jauh dari yg idamkan pengguna  tolonglah turunkan harga paket internet nya
Saya beli paket tidak masuk saya coma mengubungi no layanan cuman pulsa  Yang habis di suruh chat live pun gak ada ke jelasan nya Untuk saat ini penilai saya Costumer servis xl sangat jelek sekali,saya beli paket tidak masuk saya coma mengubungi no layanan cuman pulsa  yang habis di suruh chat live pun gak ada ke jelasan nya untuk saat ini penilai saya costumer servis xl sangat jelek sekali
Kecewa keluhan respon nya lelet Yg td nya kuota tinggal GB hilang gitu aja tanpa pemberitahuan Beli lg kuota yg GB dgn masa aktiv hri malah malam hilang gitu aja XL ada apa Kecewa banget Maaf ngasih ranting bintang biar bisa memperbaiki kualitas,kecewa keluhan respon nya lelet yg td nya kuota tinggal gb hilang gitu aja tanpa pemberitahuan beli lg kuota yg gb dgn masa aktiv hri malah malam hilang gitu aja xl ada apa kecewa banget maaf ngasih ranting bintang biar bisa memperbaiki kualitas
Di dsn Sonopinggir rt  rw  desa juwet kecamatan ngronggot kabupaten nganjuk sinyal xl axiata zonk Lelet Lemot  Kek keong sawah Masak sinyal cuma batang doang Buat download jam baru rampung Buat nonton youtube cuma di di lemot Zonk Lelet  Keksiput udah harga paket mahal masak  rebu giga gak ada bonusnya Kayak indosat Udahmurah  Sinyalnya bagus Sampaike plosok desa Hargapaket sesui kantong sampai kapan xl axiata begini terus,di dsn sonopinggir rt  rw  desa juwet kecamatan ngronggot kabupaten nganjuk sinyal xl axiata zonk lelet lemot  kek keong sawah masak sinyal cuma batang doang buat download jam baru rampung buat nonton youtube cuma di di lemot zonk lelet  keksiput udah harga paket mahal masak  rebu giga gak ada bonusnya kayak indosat udahmurah  sinyalnya bagus sampaike plosok desa hargapaket sesui kantong sampai kapan xl axiata begini terus
Benar benar kecewa dah pake XL  Dah kuota nya ga jelas  Sinyalnya jelek dan lemot pula  Udah byk yg komplen tp kayanya disepelekan busnget  Ga ada kynya niat mo perbaiki,benar benar kecewa dah pake xl  dah kuota nya ga jelas  sinyalnya jelek dan lemot pula  udah byk yg komplen tp kayanya disepelekan busnget  ga ada kynya niat mo perbaiki
Gak jelas sekarang XL masa sinyal penuh jaringan tapi tetep leg terus  tahun  kemaren ngga gini  masih bagus  tapi sekarang  malah makin jelek,gak jelas sekarang xl masa sinyal penuh jaringan tapi tetep leg terus  tahun  kemaren ngga gini  masih bagus  tapi sekarang  malah makin jelek
Kecewa berat pesan paket dari WA XL prioritas  hampir bulan gak ada juga paketnya duit uda transfer  Ini kalau bisa aku mau kasih bintang negative,kecewa berat pesan paket dari wa xl prioritas  hampir bulan gak ada juga paketnya duit uda transfer  ini kalau bisa aku mau kasih bintang negative
Saya sangat kecewa pakai XL no  Kartu saya ada masalah ditlp dan TLP keluar tidak bisa sdh dtg ke agent kali bisa dibantu normal selang sehari Kambuh lagi Disarankan ganti kartu baru bayar Rp ribu isi pulas Rp ribu bisa dipakai untuk sms tgg jam normal seperti biasa selang sehari Kambuh lagi dtg ke ke agent jawabannya tidak ada masalah tapi kartu tetap TDK aktif cuma klo untuk paket data masih bisa malah disarankan harus ganti nomer  ini jawaban yg paling kecewa,saya sangat kecewa pakai xl no  kartu saya ada masalah ditlp dan tlp keluar tidak bisa sdh dtg ke agent kali bisa dibantu normal selang sehari kambuh lagi disarankan ganti kartu baru bayar rp ribu isi pulas rp ribu bisa dipakai untuk sms tgg jam normal seperti biasa selang sehari kambuh lagi dtg ke ke agent jawabannya tidak ada masalah tapi kartu tetap tdk aktif cuma klo untuk paket data masih bisa malah disarankan harus ganti nomer  ini jawaban yg paling kecewa
Awal  beli seneng sih pket murah  tiap kali beli pulsa & paket juga dpt bonusan  tp hari ini saya kecewa krna wktu hubungi maya eh live agentnya menyebalkan pdhl org bukan boot  agent tp susah bgt ngomong maaf  tolong  dan ngejelasin dg baik Training lagi ya agent  nya  gue mles spill agent brp yg bls cht kmrn,awal  beli seneng sih pket murah  tiap kali beli pulsa & paket juga dpt bonusan  tp hari ini saya kecewa krna wktu hubungi maya eh live agentnya menyebalkan pdhl org bukan boot  agent tp susah bgt ngomong maaf  tolong  dan ngejelasin dg baik training lagi ya agent  nya  gue mles spill agent brp yg bls cht kmrn
Gw udh download pas di buka masuk aplnya eh mlah terjadi kesalahan mulu  Cobalah beberapa saat lg pas di tungguin berminggu minggu ttp aja sama terjadi kesalahan  XL sekrang payah mending gantibkrtu dh drpada kecewa mulu,gw udh download pas di buka masuk aplnya eh mlah terjadi kesalahan mulu  cobalah beberapa saat lg pas di tungguin berminggu minggu ttp aja sama terjadi kesalahan  xl sekrang payah mending gantibkrtu dh drpada kecewa mulu
Ini kenapa lagi jaringan XL malah makin lemot nyesel saya udh berlangganan selama ni rupanya pas awal aja kartunya bagus jaringan nya makin berlangganan makin buruk jaringan nya malah makin hancur sia  jadinya,ini kenapa lagi jaringan xl malah makin lemot nyesel saya udh berlangganan selama ni rupanya pas awal aja kartunya bagus jaringan nya makin berlangganan makin buruk jaringan nya malah makin hancur sia  jadinya
He XL ini gimana biasanya habis ujan sinyal kembali ini hari gak kembali padahal baru isi paket ini gimana sih Tolong lah sinyal nya juga di perhatikan Selalu kalo ga ya hilang sinyalnya Biasanya lancar jaya ini kayak siput Kenapa sih XL,he xl ini gimana biasanya habis ujan sinyal kembali ini hari gak kembali padahal baru isi paket ini gimana sih tolong lah sinyal nya juga di perhatikan selalu kalo ga ya hilang sinyalnya biasanya lancar jaya ini kayak siput kenapa sih xl
Jangan pernah percaya dengan myXL  ini aplikasi penipuan  jangan pernah terkecoh oleh SMS yg menggiurkan dari my XL itu semua penipuan  pembohongan,jangan pernah percaya dengan myxl  ini aplikasi penipuan  jangan pernah terkecoh oleh sms yg menggiurkan dari my xl itu semua penipuan  pembohongan
Kenapa yg xl bohong Saya lihat ada paket xtra combo gb harga ribu  tapi kenapa pas diklik beli ko jadi rp aku nyesal udah beli pulsa xl penipu,kenapa yg xl bohong saya lihat ada paket xtra combo gb harga ribu  tapi kenapa pas diklik beli ko jadi rp aku nyesal udah beli pulsa xl penipu
udah bagus tingkatkan terus kwalitasnya dan kedepanya semoga ada pilihan masa aktif hari karena sangat membantu untuk para pengguna kelas bawah thanks XL good,udah bagus tingkatkan terus kwalitasnya dan kedepanya semoga ada pilihan masa aktif hari karena sangat membantu untuk para pengguna kelas bawah thanks xl good
Bismillah Assalamualaikum warahmatullahi wabarakatu Saya kurang suka dengan kinerja my XL karena memotong pulsa dan perpanjangan paket tanpa pemberitahuan terlebih dahulu dan saya sangat kecewa lantaran pulsa saya terpotong padahal masih ada paket XL lainnya yg saya gunakan,bismillah assalamualaikum warahmatullahi wabarakatu saya kurang suka dengan kinerja my xl karena memotong pulsa dan perpanjangan paket tanpa pemberitahuan terlebih dahulu dan saya sangat kecewa lantaran pulsa saya terpotong padahal masih ada paket xl lainnya yg saya gunakan
Knapa beberapa hari terakhir ini jaringan XL hilang hilang  Khususnya di daerah Sulawesi Tenggara  Kabupaten Konawe Selatan  tolong infonya ,knapa beberapa hari terakhir ini jaringan xl hilang hilang  khususnya di daerah sulawesi tenggara  kabupaten konawe selatan  tolong infonya 
Gua dpet bonus kuota krna beli pulsa  nah gua coba ambil tu bonusnya  akhirnya bisa tp ada syaratnya  Kuota bisa aktif jika punya kuota utama yg aktif ngapain gua ambil bonusnya klo punya kuota utama Hadehh aneh aja Skalian aja syaratnya gini  bonus kuota akan aktif jika anda membelinya  ,gua dpet bonus kuota krna beli pulsa  nah gua coba ambil tu bonusnya  akhirnya bisa tp ada syaratnya  kuota bisa aktif jika punya kuota utama yg aktif ngapain gua ambil bonusnya klo punya kuota utama hadehh aneh aja skalian aja syaratnya gini  bonus kuota akan aktif jika anda membelinya  
Mohon lah sinyal di benerin  jam malam pun sinyal masih lelet parah  padahal dulu itu sinyal full terus lancar  eh udah rame yg pakek malah lemot,mohon lah sinyal di benerin  jam malam pun sinyal masih lelet parah  padahal dulu itu sinyal full terus lancar  eh udah rame yg pakek malah lemot
Sayang sekali untuk paket VIP rollover nya tidak berlaku saat mengaktifkan paket sejenis dengan jumlah kuota berbeda sehingga kuota sebelumnya yang masih satu jenis hangus semuanya  Sebenarnya oke promonya tetapi perpanjangan dikenakan tarif normal yang sangat diluar dugaan  Sehingga experience menggunakan xtra combo vip saat promo tak ada bedanya sama xtra combo biasa yang memang akumulasi nya max GB  sehingga terkesan hanya membuang buang data yang bisa sampai GB sisanya dan tak bersisa,sayang sekali untuk paket vip rollover nya tidak berlaku saat mengaktifkan paket sejenis dengan jumlah kuota berbeda sehingga kuota sebelumnya yang masih satu jenis hangus semuanya  sebenarnya oke promonya tetapi perpanjangan dikenakan tarif normal yang sangat diluar dugaan  sehingga experience menggunakan xtra combo vip saat promo tak ada bedanya sama xtra combo biasa yang memang akumulasi nya max gb  sehingga terkesan hanya membuang buang data yang bisa sampai gb sisanya dan tak bersisa
Saya kasih bintang simcard XL saya tidak saya aktifkan  tapi selalu isi pulsa  buat beli masa aktif  tapi pas buka di myXL pulsa saya tinggal perak  padahal gk saya aktifkn  parah  Xl pencuri pulsa,saya kasih bintang simcard xl saya tidak saya aktifkan  tapi selalu isi pulsa  buat beli masa aktif  tapi pas buka di myxl pulsa saya tinggal perak  padahal gk saya aktifkn  parah  xl pencuri pulsa
Hai xl yang terhormat knapa kartu xl saya tidak ada suara pas nlpn  padahal volume nya full  udah dua hari kayak gini  gangguan atau knapa,hai xl yang terhormat knapa kartu xl saya tidak ada suara pas nlpn  padahal volume nya full  udah dua hari kayak gini  gangguan atau knapa
Memudahkan dalam beli kuota  cek no  cek pulsa  bonusnya mantap  bisa diakses tanpa harus pakai kuota  Tapi mohon di deskripsi untuk kuota malam agar diperjelas lagi kuota malamnya jam berapa sampai jam berapa  Terkadang tidak bisa aktivasi bonus kuota yang transaksinya berawal dari SMS,memudahkan dalam beli kuota  cek no  cek pulsa  bonusnya mantap  bisa diakses tanpa harus pakai kuota  tapi mohon di deskripsi untuk kuota malam agar diperjelas lagi kuota malamnya jam berapa sampai jam berapa  terkadang tidak bisa aktivasi bonus kuota yang transaksinya berawal dari sms
sangat puas berlangganan menggunakan XL  dari dulu memang sudah pakai XL  tapi masalah jaringan ny saja  kadang hilang sendiri,sangat puas berlangganan menggunakan xl  dari dulu memang sudah pakai xl  tapi masalah jaringan ny saja  kadang hilang sendiri
Hari ini saya kecewa saya sudah isi paket gojeg yang  gb  ribu tapi tiba sinyal ilang sama internetnya mati halo xl tolong di perbaiki jangan bikin kami kecewa  karena kami tidak bisa kerja terimakasih,hari ini saya kecewa saya sudah isi paket gojeg yang  gb  ribu tapi tiba sinyal ilang sama internetnya mati halo xl tolong di perbaiki jangan bikin kami kecewa  karena kami tidak bisa kerja terimakasih
Kecewa  awalnya speed normal gak lemot gak cepet tapi sekarang sinyal batang & speed dibawah  KB itupun di rumah sendiri Rev  sudah mulai stabil  tetapi masih lost connection beberapa kali  nd Rev take back my word  How that possible  kuota masih ada gb limiternya masa udh aktif sih  Waduuh It time to move to the yellow one for while,kecewa  awalnya speed normal gak lemot gak cepet tapi sekarang sinyal batang & speed dibawah  kb itupun di rumah sendiri rev  sudah mulai stabil  tetapi masih lost connection beberapa kali  nd rev take back my word  how that possible  kuota masih ada gb limiternya masa udh aktif sih  waduuh it time to move to the yellow one for while
tidak bisa masuk apk kalau tidak ada kuota harusnya bisa supaya kalau pas kehabisan kuota terus mau isi ulang lewat apk jadi lebih mudah,tidak bisa masuk apk kalau tidak ada kuota harusnya bisa supaya kalau pas kehabisan kuota terus mau isi ulang lewat apk jadi lebih mudah
Smua ulasan sama keluhannya makin kesini makin lemot kadang tiba ga konek dan yg sering saya alami paket data saya sim tpi sll ada notif di sim bilangnya anda sedang menikmati internet blabla lah habis itu pulsa ludes tak tersisa saya pake data sim boss napa pulsa di sim di ludesin juga,smua ulasan sama keluhannya makin kesini makin lemot kadang tiba ga konek dan yg sering saya alami paket data saya sim tpi sll ada notif di sim bilangnya anda sedang menikmati internet blabla lah habis itu pulsa ludes tak tersisa saya pake data sim boss napa pulsa di sim di ludesin juga
Update versi apk baru bukan nya  Makin lancar malah lemot  not responding  Aplikasi bukannya membantu malah mengganggu  Paket mingguan dan bulanan sudah overprice  dibanding kompetitor dengan kualitas yg gak stabil  sinyal serasa Cukup bintang aja reputasimu my xl,update versi apk baru bukan nya  makin lancar malah lemot  not responding  aplikasi bukannya membantu malah mengganggu  paket mingguan dan bulanan sudah overprice  dibanding kompetitor dengan kualitas yg gak stabil  sinyal serasa cukup bintang aja reputasimu my xl
Makin hari makin mahal  tapi internet ilang an terus  kalo begini mah nyesel langganan XL  mending ganti kartu baru aja dah,makin hari makin mahal  tapi internet ilang an terus  kalo begini mah nyesel langganan xl  mending ganti kartu baru aja dah
Paket lumayan murah  hanya aja jaringannya yg kurang kuat  harus di perluas aja jaringannya  biar sinyalnya merata dan kuat,paket lumayan murah  hanya aja jaringannya yg kurang kuat  harus di perluas aja jaringannya  biar sinyalnya merata dan kuat
pertama kali pke aplikasi ini  dan baru coba buat beli paket  semoga tdk ada kendala  kalo ada kendala dan tdk bisa terselesaikan dgn baik  sya turunkan bintangnya  tapi alhamdulillah percobaan pertama berhasil,pertama kali pke aplikasi ini  dan baru coba buat beli paket  semoga tdk ada kendala  kalo ada kendala dan tdk bisa terselesaikan dgn baik  sya turunkan bintangnya  tapi alhamdulillah percobaan pertama berhasil
Perbaiki lagi jaaringan nya  tiap hari ngelek terus untuk area pontianak dan sekitar nya  Jangan cuma sms promo mulu dtingkatkan  Kualitas jaringan nya aja dperluas dan dperkuat  Skian,perbaiki lagi jaaringan nya  tiap hari ngelek terus untuk area pontianak dan sekitar nya  jangan cuma sms promo mulu dtingkatkan  kualitas jaringan nya aja dperluas dan dperkuat  skian
Tolong lah kepada admin XL  di perbaiki dong sinyal nya kualitas sinyal sangat buruk padahal Agustus lalu masih bagus banget kenapa sekarang makin jelek sinyalnya,tolong lah kepada admin xl  di perbaiki dong sinyal nya kualitas sinyal sangat buruk padahal agustus lalu masih bagus banget kenapa sekarang makin jelek sinyalnya
Nomor saya tidak sengaja diisi kuota double kali dalam sehari izin bertanya kenapa kuota saya tidak diakumulasi jadi gb  masing masing kuota  gb,nomor saya tidak sengaja diisi kuota double kali dalam sehari izin bertanya kenapa kuota saya tidak diakumulasi jadi gb  masing masing kuota  gb
Saya ada kendala saya beli pulsa di warung nah kan udah bener saya bacain nomor saya pas saya cek kan bcaan notifikasi untuk cek pulsa * tapi liat liat pulsa endk ada padahal udah masuk biasa kaya gitu wah endk bener sih xl padahal sya isi,saya ada kendala saya beli pulsa di warung nah kan udah bener saya bacain nomor saya pas saya cek kan bcaan notifikasi untuk cek pulsa * tapi liat liat pulsa endk ada padahal udah masuk biasa kaya gitu wah endk bener sih xl padahal sya isi
