Ulasan,cleansing
"udah di update, lama loading nya, gak bisa ke buka pula aplikasinya..,, perbaiki dlu .. klo udah bagus nnti saya kasih 5 bintang. terimakasih.",udah di update  lama loading nya  gak bisa ke buka pula aplikasinya perbaiki dlu klo udah bagus nnti saya kasih bintang  terimakasih
Kenapa XL makin hari makin jelek ya sinyalnya? Apknya juga setelah di update malah maintenance mulu??,Kenapa XL makin hari makin jelek ya sinyalnya  Apknya juga setelah di update malah maintenance mulu
"my XL benar benar sangat membantu, beli kuota,cek kuota jadi lebih mudah.",my XL benar benar sangat membantu  beli kuota cek kuota jadi lebih mudah
"Data offline, sms, telfon ga pernah tapi pulsa bisa habis?.... kenapa ini? Tulisannya ""Pemakaian bla bla bal sudah mencapai sekian ribu"" Data gua offline cuy gua make wifi ini, kok bisa begitu?",Data offline  sms  telfon ga pernah tapi pulsa bisa habis kenapa ini  Tulisannya  Pemakaian bla bla bal sudah mencapai sekian ribu  Data gua offline cuy gua make wifi ini  kok bisa begitu
"apk baik, cuma tolong di perbaiki kembali karena sering terjadi eror saat login my XL â€¢ â€¢ Sekian Terimakasih-!!",apk baik  cuma tolong di perbaiki kembali karena sering terjadi eror saat login my XL Sekian Terimakasih
"Sudah lama pakai XL masih nomer 11digit,sama sekali belum pernah beli paket data.padahal XL ditempat saya sinyal bagus.dapat paket data kemarin waktu pandemi,bantuan paket dari mendikbud iseng-iseng daftar.",Sudah lama pakai XL masih nomer  digit sama sekali belum pernah beli paket data padahal XL ditempat saya sinyal bagus dapat paket data kemarin waktu pandemi bantuan paket dari mendikbud iseng iseng daftar
"Kenapa gak bisa beli paket vip nya ya, malahan pulsa saya dimakannya",Kenapa gak bisa beli paket vip nya ya  malahan pulsa saya dimakannya
Ada promo kuota Akrab 33.000 terlanjur isi pulsa 10 + 25 yang totalnya bisa 40.000 ternyata si bgsd berubah 55.000.. anj bikin emosi,Ada promo kuota Akrab terlanjur isi pulsa yang totalnya bisa ternyata si bgsd berubah anj bikin emosi
semoga bisa lebih baik dalam melayani konsumen ya my XL sukses selalu jaringan bisa diperluas,semoga bisa lebih baik dalam melayani konsumen ya my XL sukses selalu jaringan bisa diperluas
Alhamdulillah dengan aplikasi myxl ini sangat berguna dan bisa berkomunikasi dengan keluarga di kampung ðŸ‘ðŸ‘ðŸ‘ðŸ‘,Alhamdulillah dengan aplikasi myxl ini sangat berguna dan bisa berkomunikasi dengan keluarga di kampung 
"jadi gini, saya beli kuota XL untuk berjaga-jaga apabila ada kendala di wifi saya seperti misal listrik mati kan otomatis wifi juga ikut mati, lah ini listrik mati sinyal XL kok ikut ilang, kan konyol, sia-sia, tidak ada manfaatnya saya beli kuota XL. JMBOT",jadi gini  saya beli kuota XL untuk berjaga jaga apabila ada kendala di wifi saya seperti misal listrik mati kan otomatis wifi juga ikut mati  lah ini listrik mati sinyal XL kok ikut ilang  kan konyol  sia sia  tidak ada manfaatnya saya beli kuota XL  JMBOT
"Kenapa ya mau buka aplikasi XL nya aja lemot muter terus padahal mau cek kuotaðŸ¥´ udah beberapa hari begitu, kenapa ya??",Kenapa ya mau buka aplikasi XL nya aja lemot muter terus padahal mau cek kuota udah beberapa hari begitu  kenapa ya
Tingkatkan kestabilan bandwidth internet nya... Semoga jaringan sampai ke pelosok negeri. Terkadang di dataran tinggi atau pelosok sinyal menghilang.,Tingkatkan kestabilan bandwidth internet nya Semoga jaringan sampai ke pelosok negeri  Terkadang di dataran tinggi atau pelosok sinyal menghilang
ini sih keren banget keluarga aku banyak sih pake xl ini wah keren pokok nya bagus lah,ini sih keren banget keluarga aku banyak sih pake xl ini wah keren pokok nya bagus lah
"saya mau tanya kerja XL emang gini apa gimana ya, saya punya pulsa tp emgga aktifin datanya. TibaÂ² pulsa saya kesedot banyak, apa memang begitu apa gimana ya?",saya mau tanya kerja XL emang gini apa gimana ya  saya punya pulsa tp emgga aktifin datanya  Tiba pulsa saya kesedot banyak  apa memang begitu apa gimana ya
"Beberapa hari ini sinyal nya lemot banget, padahal bar sinyal nya penuh, mohon untuk segera di perbaiki",Beberapa hari ini sinyal nya lemot banget  padahal bar sinyal nya penuh  mohon untuk segera di perbaiki
ini app pembodohan... sebelum donlod ada iklan 59 rb dpt 10+10+kuota lokal. setelah donlod dicari2 ga ada...hebatlah tukang sulap..,ini app pembodohan sebelum donlod ada iklan rb dpt kuota lokal  setelah donlod dicari  ga ada hebatlah tukang sulap
"Kenapa pembayaran melalui BRI selalu susah,, kesalahan Virtual Accaunt,, kesalahan transaksi sebelumnya,,kode 135 ,, tolong dong perbaiki,,",Kenapa pembayaran melalui BRI selalu susah kesalahan Virtual Accaunt kesalahan transaksi sebelumnya  kode tolong dong perbaiki
lebih ditingkatkan LG kualitas sinyal di pelosok pelosok biar makin banyak pengguna xl,lebih ditingkatkan LG kualitas sinyal di pelosok pelosok biar makin banyak pengguna xl
Kembalikan pulsa saya...kuota masih banyak malah pulsa yg terpotong...,Kembalikan pulsa saya kuota masih banyak malah pulsa yg terpotong
"Hallo pihak my XL, mohon maaf saya punya keluhan, jadi keluhannya mohon jikalau saya beli paket berupa voucher itu paketnya jangan dibagi bagi, mungkin kalau pembagianya ke paket internet 24 jam sih tidak masalah, akan tetapi ini itu paket malam apalagi yg di paket malam itu banyak yg kebagi kesitu, contoh saya beli 6GB 2 GB lokal 2GB dan 2GB malam nah ini nih seharusnya paket malam itu yg kebagi cuman 1GB saja jangan terlalu ya dan mohon maaf jikalau saya bersalah, mohon di tanggapi.",Hallo pihak my XL  mohon maaf saya punya keluhan  jadi keluhannya mohon jikalau saya beli paket berupa voucher itu paketnya jangan dibagi bagi  mungkin kalau pembagianya ke paket internet jam sih tidak masalah  akan tetapi ini itu paket malam apalagi yg di paket malam itu banyak yg kebagi kesitu  contoh saya beli  GB GB lokal  GB dan  GB malam nah ini nih seharusnya paket malam itu yg kebagi cuman  GB saja jangan terlalu ya dan mohon maaf jikalau saya bersalah  mohon di tanggapi
"Ni Apk makin di update, makin berat & susah untuk di buka.",Ni Apk makin di update  makin berat & susah untuk di buka
"gooddd, memuaskan.. cuman jaringan sinyalnya perlu di perbaiki,.. masih ad trobel""nya",good  memuaskan cuman jaringan sinyalnya perlu di perbaiki masih ad trobel nya
"Kenapa xl makin kesini makin buruk aja dari signyalnya info paketanya,tolong signyal di wilayah semarang-batang-pekalongan di pertimbangkan lagi agar kami cukup puas terutama buat game kenapa sangat lelet si,signyal merah mulu jadi sia-sia beli paketan banyak tapi tidak bisa di gunakan.mari kita turunkan rate bintangnya biar tau apa kendala kita saat ini tetapi tidak ada perubahan sama sekali",Kenapa xl makin kesini makin buruk aja dari signyalnya info paketanya tolong signyal di wilayah semarang batang pekalongan di pertimbangkan lagi agar kami cukup puas terutama buat game kenapa sangat lelet si signyal merah mulu jadi sia sia beli paketan banyak tapi tidak bisa di gunakan mari kita turunkan rate bintangnya biar tau apa kendala kita saat ini tetapi tidak ada perubahan sama sekali
"Aplikasi buat maling kuota, fitur transfer kuota buat apa?, masuk ke aplikasi nama nya aryo sanjaya kan gblk",Aplikasi buat maling kuota  fitur transfer kuota buat apa masuk ke aplikasi nama nya aryo sanjaya kan gblk
XL terkesan menipu para penggunanya Masa setiap ada promo di myXL sudah di kelik paket promo yang dipilih harganya tetep normal? Aneh,XL terkesan menipu para penggunanya Masa setiap ada promo di myXL sudah di kelik paket promo yang dipilih harganya tetep normal  Aneh
lebih praktis gak usah pusing ke habisan kuota !!!!!!!,lebih praktis gak usah pusing ke habisan kuota
Mending jangan pake aplikasi dah kalo nyusahin satu pengguna xl mah yg bener dong kalo bikin aplikasi hahahaha kalo bisa kata kata yg kasar gw ketik nih hahaaha,Mending jangan pake aplikasi dah kalo nyusahin satu pengguna xl mah yg bener dong kalo bikin aplikasi hahahaha kalo bisa kata kata yg kasar gw ketik nih hahaaha
"Saya coba masuk ke aplikasi my xl kok susah sekali udah puluhan x cobak masuk selalu sedang terjadi kesalaahan. Padahal baru beli paket,",Saya coba masuk ke aplikasi my xl kok susah sekali udah puluhan cobak masuk selalu sedang terjadi kesalaahan  Padahal baru beli paket
"sering"" adain promo bagi pengguna yg sering melakukan pengisian pulsa",sering  adain promo bagi pengguna yg sering melakukan pengisian pulsa
Kenapa ya kalau habis Kuota di atas jam 19.00 selalu ga bisa paketin data?? Sudah berkali2 seperti ini.mohon dibenahi kembali sistemnya,Kenapa ya kalau habis Kuota di atas jam selalu ga bisa paketin data Sudah berkali  seperti ini mohon dibenahi kembali sistemnya
sumpah abis update. malah sinyalnya bobrok. kagak padahal bar penuh. itu gimna dah.,sumpah abis update  malah sinyalnya bobrok  kagak padahal bar penuh  itu gimna dah
"Tolong jaringan nya diperbaiki lagi...dulu XL bagus untuk browsing, gaming, streaming , sekarang di pake gaming nge lag mulu....jadi males beli/pake kartu XL lagi",Tolong jaringan nya diperbaiki lagi dulu XL bagus untuk browsing  gaming  streaming sekarang di pake gaming nge lag mulu jadi males beli pake kartu XL lagi
"makin sini makin lemot, parah si kalo emang ga niat benerin mending gausa nyediain layanan internet. Dah seminggu lemot, padahal 4G bar nya pun full. Kecewa parah.",makin sini makin lemot  parah si kalo emang ga niat benerin mending gausa nyediain layanan internet  Dah seminggu lemot  padahal bar nya pun full  Kecewa parah
semoga xl memberikan reward untuk pelanggan dan gratisan kuota yang melimpah,semoga xl memberikan reward untuk pelanggan dan gratisan kuota yang melimpah
Saya harap myXL ada fitur kunci pulsa seperti di aplikasi Axisnet jdi pulsa tetap aman tdk trpotong otomatis ketika kuota habis tpi data nyala.,Saya harap myXL ada fitur kunci pulsa seperti di aplikasi Axisnet jdi pulsa tetap aman tdk trpotong otomatis ketika kuota habis tpi data nyala
Sinyalnya serasa gak ada kuota dan Bagusnya cuma sore sinyalnya Tolong bisa diperbaiki Nanti aku kasih bintang 5,Sinyalnya serasa gak ada kuota dan Bagusnya cuma sore sinyalnya Tolong bisa diperbaiki Nanti aku kasih bintang
"Assalamualaikum, selamat malam admin. Kemarin aku beli paket internet 9 GB harga 20k pulsa nya hilang tapi paketanya tidak masuk. Itu kenapa?",Assalamualaikum  selamat malam admin  Kemarin aku beli paket internet GB harga pulsa nya hilang tapi paketanya tidak masuk  Itu kenapa
"Tolong sinyal XL y diperkuat.. Daerah Karangmalang Karangsembung...sinyal ga stabil.. Mau banyak pelanggan, tolong sinyal yang kuat dan paket data yg murah..",Tolong sinyal XL diperkuat Daerah Karangmalang Karangsembung sinyal ga stabil Mau banyak pelanggan  tolong sinyal yang kuat dan paket data yg murah
"ini knp si dari kmarin sinyal nya gjls pdhl full sinya,paket juga ada masa hrus mode pswat matiin data idupin lgi, sinyal nya gjls lama""bikin ribet klo lgi ada penting gbisa dipke",ini knp si dari kmarin sinyal nya gjls pdhl full sinya paket juga ada masa hrus mode pswat matiin data idupin lgi  sinyal nya gjls lama bikin ribet klo lgi ada penting gbisa dipke
"Parah sinyalnya,, lelet banget. padahal full sinyal full, tp lemot parah.",Parah sinyalnya lelet banget  padahal full sinyal full  tp lemot parah
Sangat bagus dan mantap .. tapi buat main game CODM tidak cocok ..,Sangat bagus dan mantap tapi buat main game CODM tidak cocok
"Semakin kesini smakin gila,,unlimited yutub kok udah ga ada ya,,abis paket ini q buang nih xl ganti telkomsel aj lagiðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘Ž",Semakin kesini smakin gila  unlimited yutub kok udah ga ada ya  abis paket ini buang nih xl ganti telkomsel aj lagi
Gue kasih bintang 5 agar jaringan gue gak hilang hilang mulu kalo masih hilang hilang gue kasih bintang 1,Gue kasih bintang agar jaringan gue gak hilang hilang mulu kalo masih hilang hilang gue kasih bintang
Jaringan sangat buruk. Kuota dan pulsa bisa hilang begitu saja. Komplain sana sini gk ada jawaban. Ada gk sih yg bintang nya kurang dari 1. Ngasih 1 bintang aja kaya susah banget. Busuk bener xl,Jaringan sangat buruk  Kuota dan pulsa bisa hilang begitu saja  Komplain sana sini gk ada jawaban  Ada gk sih yg bintang nya kurang dari Ngasih bintang aja kaya susah banget  Busuk bener xl
Xl.sekarang sinyalnya buruk.beli paket mahal mahal.tapi dapat sinyal kualitas buruk.apa lagi kalo udah mau menjelang malam.,Xl sekarang sinyalnya buruk beli paket mahal mahal tapi dapat sinyal kualitas buruk apa lagi kalo udah mau menjelang malam
"Baru update apk my XL pas di buka ada fitur baru yang worth it. Mantep deh ni apk, buat bug ga ketemu lagi sih moga XL bisa jadi lebih baik lagi",Baru update apk my XL pas di buka ada fitur baru yang worth it  Mantep deh ni apk  buat bug ga ketemu lagi sih moga XL bisa jadi lebih baik lagi
"Paket Unlimited XL itamanya pasca bayar yang berbasis FUP bisa dikatakan sebagai Paket Pemanis belaka. Krn pd saat FUP 0 kecepatan 95% turun. ðŸ¤” Kebijakan menahan kartu pasca bayar dan tidak dapat migrasi ke pra bayar merupakan kebijakan tidak pro pelanggan. Sinyal sering kali down tiba-tiba, pd saat komplen ngasih saran basa basi disuruh restart, matikan HP, dll. Padahal yg bermasalah BTS-nya. ðŸ™ˆðŸ˜„",Paket Unlimited XL itamanya pasca bayar yang berbasis FUP bisa dikatakan sebagai Paket Pemanis belaka  Krn pd saat FUP kecepatan  % turun Kebijakan menahan kartu pasca bayar dan tidak dapat migrasi ke pra bayar merupakan kebijakan tidak pro pelanggan  Sinyal sering kali down tiba tiba  pd saat komplen ngasih saran basa basi disuruh restart  matikan HP  dll  Padahal yg bermasalah BTS nya  
"Xl semakin gak jelas, Ngasih bonus juga gak jelas,bonus belom dipake hilang, Sinyal juga buruk, Apa kah ada hek, Kalo ada fitur xl keamanan nya di perbarui biar tidak merugikan pelangan xl,",Xl semakin gak jelas  Ngasih bonus juga gak jelas bonus belom dipake hilang  Sinyal juga buruk  Apa kah ada hek  Kalo ada fitur xl keamanan nya di perbarui biar tidak merugikan pelangan xl
Walaupun sudah LTE tetep aja lemot untuk wilayah Kalimantan Selatan tanah bumbu Angsana gak stabil Jauh dari harapan,Walaupun sudah LTE tetep aja lemot untuk wilayah Kalimantan Selatan tanah bumbu Angsana gak stabil Jauh dari harapan
mantul... sangat membantu dengan harga yg irit di kantong..ðŸ¤™,mantul sangat membantu dengan harga yg irit di kantong  
"di sukahati,citeureup bogor,sinyalnya lemah,tolong pelayanannya di tingkatkan.",di sukahati citeureup bogor sinyalnya lemah tolong pelayanannya di tingkatkan
saya sangat puas dengan pelayanan xl selain jaringan cepat dan tidak lelet kerjaan saya jadi lancar,saya sangat puas dengan pelayanan xl selain jaringan cepat dan tidak lelet kerjaan saya jadi lancar
"tolong donk jaringan XL didaerah kedung pengawas kab.bekasi ditingkatkan lagi, masa tiap hujan dikit susah banget buat online..sebelum musim hujan sii ok jaringannya. klo udh ok ditambahin lagi bintangnya",tolong donk jaringan XL didaerah kedung pengawas kab bekasi ditingkatkan lagi  masa tiap hujan dikit susah banget buat online  sebelum musim hujan sii ok jaringannya  klo udh ok ditambahin lagi bintangnya
"Parah, XL sekarang parah benerrr.. masa iya aplksinya susah banget di buka, mana keluar mulu lagi ngeselin parah. Terlalu berat bebannya nih kayaknya, katanya prioritas tapi malah dibikin emosi mulu, apanya yg prioritas cobaðŸ˜¬ðŸ˜¬ belom lagi kendala sinyal yang sekrang lemotnya masya Allah, padahal tower XL samping rumah loh, kok bisa sinyal XL gk bagus bener"" beda dari yang dlu. Pokoknya XL kalau bisa lebih amanah laginya, aplikasinya juga diringankan dong jangan berat"" susah banget dah bukanya.",Parah  XL sekarang parah bener masa iya aplksinya susah banget di buka  mana keluar mulu lagi ngeselin parah  Terlalu berat bebannya nih kayaknya  katanya prioritas tapi malah dibikin emosi mulu  apanya yg prioritas coba belom lagi kendala sinyal yang sekrang lemotnya masya Allah  padahal tower XL samping rumah loh  kok bisa sinyal XL gk bagus bener  beda dari yang dlu  Pokoknya XL kalau bisa lebih amanah laginya  aplikasinya juga diringankan dong jangan berat  susah banget dah bukanya
"sangat senang memakai apk ini ,banyak sekali promo dan murah",sangat senang memakai apk ini  banyak sekali promo dan murah
"Skrng gk pernah beli paket data xl, dimana mana skrng lemot sinyal nya parah, ini beli paket nelpon cuma biar gk hangus aja nih nomor..",Skrng gk pernah beli paket data xl  dimana mana skrng lemot sinyal nya parah  ini beli paket nelpon cuma biar gk hangus aja nih nomor
Aplikasi berat sering lag beda sama axisnet yang enteng kalo gak berat lagi gw tambahin bintangnya,Aplikasi berat sering lag beda sama axisnet yang enteng kalo gak berat lagi gw tambahin bintangnya
"Jelek parah penanganan keluhan chat live melalui my xl, super lemot, jawabannya mengulang ulang, disuruh menunggu bolak balik, menunggu 1x 2x mungkin gk masalah, lha ini berulang kali, jelek parah pelayanannya, beli paket extra combo vip plus, bonusnya gak sesuai, ini sama saja PENIPUAN.!!!!!!",Jelek parah penanganan keluhan chat live melalui my xl  super lemot  jawabannya mengulang ulang  disuruh menunggu bolak balik  menunggu mungkin gk masalah  lha ini berulang kali  jelek parah pelayanannya  beli paket extra combo vip plus  bonusnya gak sesuai  ini sama saja PENIPUAN
Knp didownload ..di upgrade msh tidak bisa masuk k halaman layar hp.. Kl maw cek kuota masuk playstore dl cari my xl..,Knp didownload di upgrade msh tidak bisa masuk halaman layar hp Kl maw cek kuota masuk playstore dl cari my xl
"Buka myxl susah sekali,harus pakai wifi operator lain baru bisa dibuka. Padahal aplikasi lancarÂ² aja",Buka myxl susah sekali harus pakai wifi operator lain baru bisa dibuka  Padahal aplikasi lancar aja
"Hujan ngeleg, gerimis ngeleg, najis bener sumpah, padahal XL udh dari dulu jaman GPRS, 3G, tpi sekarang 4G berasa 3G, monyet bener ccuuuiiihhh",Hujan ngeleg  gerimis ngeleg  najis bener sumpah  padahal XL udh dari dulu jaman GPRS tpi sekarang berasa monyet bener ccuih
"sinyalnya sering susah,,tolong donk di perbaiki lbih baik lg,,trimakasiih",sinyalnya sering susah  tolong donk di perbaiki lbih baik lg  trimakasiih
Internet klo lagi gak bisa lamanya berjam-jam. Fitur Live Chat nya gak bisa digunakan. Telp ke CS pun sibuk terus. Mao berhenti langganan mesti nunggu 1thn dulu. ðŸ¥´,Internet klo lagi gak bisa lamanya berjam jam  Fitur Live Chat nya gak bisa digunakan  Telp ke CS pun sibuk terus  Mao berhenti langganan mesti nunggu  thn dulu  
Sekarang jadi agak mendingan soal jaringan tapi muncul lagi masalah apknya keseringan update,Sekarang jadi agak mendingan soal jaringan tapi muncul lagi masalah apknya keseringan update
Xl klok memberi masa aktif nya kalah ama telkomsel lagi pula telkomsel lebih banyak lagi promo nya dari xl saya harap xl bisa memberikan lebih Terima kasihðŸ˜,Xl klok memberi masa aktif nya kalah ama telkomsel lagi pula telkomsel lebih banyak lagi promo nya dari xl saya harap xl bisa memberikan lebih Terima kasih
"â­ 4 dulu, kalau diskon kuota nya konsisten nanti saya kasih â­ 5. Terimakasih myXL", dulu  kalau diskon kuota nya konsisten nanti saya kasih Terimakasih myXL
"Terimakasih myXL baik banget sama penggunanya sampai kasih bonus ðŸ˜­ Saya juga merasa aman jika memakai XL, tidak seperti provider yg lain lagi lagi browsing bentar malah kena SMS langganan, oh iya buat kalian yg beli paket tapi dapet sedikit please baca keterangan paket yg mau kamu beli ( Indonesia darurat membaca ) semoga XL semakin di depan.",Terimakasih myXL baik banget sama penggunanya sampai kasih bonus  Saya juga merasa aman jika memakai XL  tidak seperti provider yg lain lagi lagi browsing bentar malah kena SMS langganan  oh iya buat kalian yg beli paket tapi dapet sedikit please baca keterangan paket yg mau kamu beli Indonesia darurat membaca semoga XL semakin di depan
ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ saya sangat rekomendasi sekali bagi kalian kaum boke yang ingin Kouta besar pake XL soal nya setiap pake XL kalian pasti menang promo rekomendasi banget lah pokonya untuk sinyal di desa Ku lumaya cepat bisa sampai 10mb perdetik kalo nge download, saya sangat rekomendasi sekali bagi kalian kaum boke yang ingin Kouta besar pake XL soal nya setiap pake XL kalian pasti menang promo rekomendasi banget lah pokonya untuk sinyal di desa Ku lumaya cepat bisa sampai  mb perdetik kalo nge download
"Saya merasa kecewa dengan xl. Sudah berapa kali ada diskon dan saya ingin membeli dengan pulsa tapi, ketika ingin membeli pulsa diskonya ilang. Sangat merugikan",Saya merasa kecewa dengan xl  Sudah berapa kali ada diskon dan saya ingin membeli dengan pulsa tapi  ketika ingin membeli pulsa diskonya ilang  Sangat merugikan
semua mudah di lakukan dengan aplikasi ini banyak membantu jika mau pilih paket data dan banyak bonusnya...,semua mudah di lakukan dengan aplikasi ini banyak membantu jika mau pilih paket data dan banyak bonusnya
Buruk sekali pelayanan XL pertanyaan tidak terjawab.. Hanya mesin penjawab yang ngobrol dengan kita.. Telpon cs 817 diputus total tapi pelayanan chat buruk hanya mesin mesin penjawab yg menerima..,Buruk sekali pelayanan XL pertanyaan tidak terjawab Hanya mesin penjawab yang ngobrol dengan kita Telpon cs diputus total tapi pelayanan chat buruk hanya mesin mesin penjawab yg menerima
"Tooong dong, dibenahi. Jaringan aplikasi ini . Hampir 1 jam gak selesai2 bisa buka aplikasi xl ini. Sial....",Tong dong  dibenahi  Jaringan aplikasi ini Hampir jam gak selesai  bisa buka aplikasi xl ini  Sial
Pulsa saya terus di potong saat isi ulang... Padahal data saya nga di nyalain,Pulsa saya terus di potong saat isi ulang Padahal data saya nga di nyalain
"Jaringan XL di pabuaran bojonggede, bogor payah saat mau donlot myxl dari playstore malah muter2 alias loding..gmn mau kasih bintang 5 ke mbak maya...jaringan xl mhn agar diperbaiki lagi..kalo mau dijawab keluhan pelanggan jgn pake sistem atau mesin robot",Jaringan XL di pabuaran bojonggede  bogor payah saat mau donlot myxl dari playstore malah muter  alias loding  gmn mau kasih bintang ke mbak maya jaringan xl mhn agar diperbaiki lagi  kalo mau dijawab keluhan pelanggan jgn pake sistem atau mesin robot
"Saya pengguna sejak dari dulu tapi kenapa akhir"" ini jaringan sering eror. Kecewa juga akhirnya",Saya pengguna sejak dari dulu tapi kenapa akhir  ini jaringan sering eror  Kecewa juga akhirnya
"Lag mulu buat main game onnline malah ke restart mulu, lemot klo loading lama, klo hujan jg tambah parah jadi gak mood buat make hp, tolong di atasi supaya lebih baik, hp saya kasian saya banting mulu",Lag mulu buat main game onnline malah ke restart mulu  lemot klo loading lama  klo hujan jg tambah parah jadi gak mood buat make hp  tolong di atasi supaya lebih baik  hp saya kasian saya banting mulu
"XL lebih memudahkan dalam berkomunikasi cepat praktis serta efisien dan terjangkau, semoga XL lebih maju lagi mengikuti perkembangan jaman dan lebih memudahkan dalam berkomunikasi antar pengguna, Terima kasih XL you are always the best",XL lebih memudahkan dalam berkomunikasi cepat praktis serta efisien dan terjangkau  semoga XL lebih maju lagi mengikuti perkembangan jaman dan lebih memudahkan dalam berkomunikasi antar pengguna  Terima kasih XL you are always the best
"sinyal internet makin lama makin busuk bukanya bagus, telepon CS jg percuma ujung""nya cuma di suruh matiin hp doang, kalo tau kaya gini mendingan pindah ke telkomsel",sinyal internet makin lama makin busuk bukanya bagus  telepon CS jg percuma ujung nya cuma di suruh matiin hp doang  kalo tau kaya gini mendingan pindah ke telkomsel
"MAIN SEMUA GAME ONLINE LAG, PAYAH PAYAH PAYAH !!!! Halo XL mau bangkrut kah ? Sinyal gak stabil bikin lose streak ****** !!! Pdhal sya pemakai krtu XL lumayan lama,tapi lama klamaan ngcewain cok.",MAIN SEMUA GAME ONLINE LAG  PAYAH PAYAH PAYAH Halo XL mau bangkrut kah Sinyal gak stabil bikin lose streak * Pdhal sya pemakai krtu XL lumayan lama tapi lama klamaan ngcewain cok
"banyak diskon nya, MKS XL kuota untuk belajar daring anak saya.jangan pernah lelah memberikan diskon, supaya di masa pandemi ini ortu bisa membelikan kuota yang ramah dikantong...",banyak diskon nya  MKS XL kuota untuk belajar daring anak saya jangan pernah lelah memberikan diskon  supaya di masa pandemi ini ortu bisa membelikan kuota yang ramah dikantong
"Sinyal xl,makin ke sini makin buruk. Trimakasih sekarang sudah bagus lagi sinyalnya walaupun ujan tetap lancar",Sinyal xl makin ke sini makin buruk  Trimakasih sekarang sudah bagus lagi sinyalnya walaupun ujan tetap lancar
aplikasi yang cukup membantu dan cepat dalam menanggapi permasalahan yang dihadapi pengguna,aplikasi yang cukup membantu dan cepat dalam menanggapi permasalahan yang dihadapi pengguna
"klw bisa,untuk melakukan transaksi bisa dengan BCA virtual account..juga ...",klw bisa untuk melakukan transaksi bisa dengan BCA virtual account  juga
XL JELEK BUANGET padahal udh d kontrol pulsa masih aja bisaÂ² y pulsa saya d sedot padahal gak pernah minjem pulsa fix ganti kartu dan Yunistal,XL JELEK BUANGET padahal udh kontrol pulsa masih aja bisa pulsa saya sedot padahal gak pernah minjem pulsa fix ganti kartu dan Yunistal
"jaringan internet semakin busuk.!!! sinyal 4g tapi gak bisa dipake, apalagi 3g.!!djancok.!!! mendingan pindah ke operator lain.!!",jaringan internet semakin busuk sinyal tapi gak bisa dipake  apalagi djancok mendingan pindah ke operator lain
"lebih hemat,tapi saran kalau bisa kalau masih ada kuota seharusnya tidak hangus hehehe tx",lebih hemat tapi saran kalau bisa kalau masih ada kuota seharusnya tidak hangus hehehe tx
Bisa cek kuota dgn simpel terbaikkkkkkkkkkkk!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Bisa cek kuota dgn simpel terbaik
"Tolong ya, toloooong banget ðŸ™ perbaiki masalah sinyal. Perluas lagi jangkauan 4G LTE nya. Ini susah banget di pakenya, padahal udah di restart juga masih lemot. Mohon dengan sangatðŸ™Aku mendukung banget XL kok.",Tolong ya  tolong banget  perbaiki masalah sinyal  Perluas lagi jangkauan LTE nya  Ini susah banget di pakenya  padahal udah di restart juga masih lemot  Mohon dengan sangatAku mendukung banget XL kok
pulsa sisa paketan selalu berkurang dan selalu ada SMS ga jelas yg nyedot pls biasa..,pulsa sisa paketan selalu berkurang dan selalu ada SMS ga jelas yg nyedot pls biasa
"Untuk aplikasi ini sangat bermanfaat. Sebab awake dewe iso tau piro2nya paketan yang iseh ono,, dadine g angel2 untuk mengecek paketan. Hanya mlebu ke palikasi lalu cek paketan awake dw. Simple kok. Masalah jaringan. Nak ning daerahmu jelek ya tanyao sama temen2mu apa tetanggamu pake kartu apa bagaimana signalnya. Klo ndek daerah saya signale ngaceng trus e. Jadinya uwenak",Untuk aplikasi ini sangat bermanfaat  Sebab awake dewe iso tau piro nya paketan yang iseh ono dadine angel  untuk mengecek paketan  Hanya mlebu ke palikasi lalu cek paketan awake dw  Simple kok  Masalah jaringan  Nak ning daerahmu jelek ya tanyao sama temen mu apa tetanggamu pake kartu apa bagaimana signalnya  Klo ndek daerah saya signale ngaceng trus Jadinya uwenak
Aplikasi nya buruk tidak bisa di buka pas kuota abis. Sama pelayanan live chat nya ancur ga pernah di respon cs,Aplikasi nya buruk tidak bisa di buka pas kuota abis  Sama pelayanan live chat nya ancur ga pernah di respon cs
"Selamat siang min, hanya cuman mau kasih info, tolong buat daerah belawan, canang dan sekitarnya knapa setiap siang dan tengah malam sinyal XL tidak ada min Sekian info, Terima kasih",Selamat siang min  hanya cuman mau kasih info  tolong buat daerah belawan  canang dan sekitarnya knapa setiap siang dan tengah malam sinyal XL tidak ada min Sekian info  Terima kasih
semoga lebih banyak pilihan paket ekonomis spt competitor agar bs lebih hemat.,semoga lebih banyak pilihan paket ekonomis spt competitor agar bs lebih hemat
"lumayan bagus apk nya, tapi lebih bagus lagi kalau kita bisa beli paket gaming atau lainnya tanpa harus ada pake reguler",lumayan bagus apk nya  tapi lebih bagus lagi kalau kita bisa beli paket gaming atau lainnya tanpa harus ada pake reguler
