userName,score,at,Ulasan,Sentimen Widi,Sentimen Nanda,"Sentimen Dra. UMI KOLISOH, M.Pd",Sentimen,Keterangan:,Cleaning,HapusEmoji,cleansing,CaseFolding,Tokenizing,Formalisasi,Stopword Removal,Stemming_list,Stemming
albany raizansyah,1,2022-02-11 13:49:00,"Oh gitu ya??? Knp kok sering lost pulsanya dgn langganan apalah RBT atw APA YG GAK JELAS, Registrasi aja tidak... kok NGACO YA.. Dan lg, knp sering dpt notifikasi kalo dpt bonus dr setiap pengisian ulang tp bo'ong alias GAK ADA alias ZOOOOONK. KECEWA SANGAT",1,1,1,-1,,Oh gitu ya    Knp kok sering lost pulsanya dgn langganan apalah RBT atw APA YG GAK JELAS  Registrasi aja tidak    kok NGACO YA   Dan lg  knp sering dpt notifikasi kalo dpt bonus dr setiap pengisian ulang tp bo ong alias GAK ADA alias ZOOOOONK  KECEWA SANGAT,Oh gitu ya    Knp kok sering lost pulsanya dgn langganan apalah RBT atw APA YG GAK JELAS  Registrasi aja tidak    kok NGACO YA   Dan lg  knp sering dpt notifikasi kalo dpt bonus dr setiap pengisian ulang tp bo ong alias GAK ADA alias ZOOOOONK  KECEWA SANGAT,Oh gitu ya Knp kok sering lost pulsanya dgn langganan apalah RBT atw APA YG GAK JELAS  Registrasi aja tidak kok NGACO YA Dan lg  knp sering dpt notifikasi kalo dpt bonus dr setiap pengisian ulang tp bo ong alias GAK ADA alias ZONK  KECEWA SANGAT,oh gitu ya knp kok sering lost pulsanya dgn langganan apalah rbt atw apa yg gak jelas  registrasi aja tidak kok ngaco ya dan lg  knp sering dpt notifikasi kalo dpt bonus dr setiap pengisian ulang tp bo ong alias gak ada alias zonk  kecewa sangat,"['oh', 'gitu', 'ya', 'knp', 'kok', 'sering', 'lost', 'pulsanya', 'dgn', 'langganan', 'apalah', 'rbt', 'atw', 'apa', 'yg', 'gak', 'jelas', 'registrasi', 'aja', 'tidak', 'kok', 'ngaco', 'ya', 'dan', 'lg', 'knp', 'sering', 'dpt', 'notifikasi', 'kalo', 'dpt', 'bonus', 'dr', 'setiap', 'pengisian', 'ulang', 'tp', 'bo', 'ong', 'alias', 'gak', 'ada', 'alias', 'zonk', 'kecewa', 'sangat']","['oh', 'gitu', 'iya', 'kenapa', 'kok', 'sering', 'hilang', 'pulsanya', 'dengan', 'langganan', 'apalah', 'ribet', 'atau', 'apa', 'yang', 'gak', 'jelas', 'registrasi', 'saja', 'tidak', 'kok', 'kacau', 'iya', 'dan', 'lagi', 'kenapa', 'sering', 'dapat', 'notifikasi', 'kalau', 'dapat', 'bonus', 'dari', 'setiap', 'pengisian', 'ulang', 'tapi', 'bo', 'ong', 'alias', 'gak', 'ada', 'alias', 'bodoh', 'kecewa', 'sangat']","['oh', 'gitu', 'iya', 'hilang', 'pulsanya', 'langganan', 'apalah', 'ribet', 'gak', 'registrasi', 'tidak', 'kacau', 'iya', 'notifikasi', 'bonus', 'pengisian', 'ulang', 'bo', 'ong', 'alias', 'gak', 'alias', 'bodoh', 'kecewa']","['oh', 'gitu', 'iya', 'hilang', 'pulsa', 'langgan', 'apa', 'ribet', 'gak', 'registrasi', 'tidak', 'kacau', 'iya', 'notifikasi', 'bonus', 'isi', 'ulang', 'bo', 'ong', 'alias', 'gak', 'alias', 'bodoh', 'kecewa']",oh gitu iya hilang pulsa langgan apa ribet gak registrasi tidak kacau iya notifikasi bonus isi ulang bo ong alias gak alias bodoh kecewa
Cuyiz Sulistyo Wonka,1,2022-02-11 13:13:00,"Saya sedang bermasalah dengan pengisian pulsa karena masa tenggang, xl care maya dan agents sungguh tidak membantu. Maya bot: terbatas dalam cara penyelesaian, agents : antrian tidak bergerak sedikitpun!! Tolonglah fast response. Cs nya kalah sm shopee yg gercep dan ""terlihat"" online saat menerima pengaduan",1,1,1,-1,,Saya sedang bermasalah dengan pengisian pulsa karena masa tenggang  xl care maya dan agents sungguh tidak membantu  Maya bot  terbatas dalam cara penyelesaian  agents   antrian tidak bergerak sedikitpun   Tolonglah fast response  Cs nya kalah sm shopee yg gercep dan  terlihat  online saat menerima pengaduan,Saya sedang bermasalah dengan pengisian pulsa karena masa tenggang  xl care maya dan agents sungguh tidak membantu  Maya bot  terbatas dalam cara penyelesaian  agents   antrian tidak bergerak sedikitpun   Tolonglah fast response  Cs nya kalah sm shopee yg gercep dan  terlihat  online saat menerima pengaduan,Saya sedang bermasalah dengan pengisian pulsa karena masa tenggang  xl care maya dan agents sungguh tidak membantu  Maya bot  terbatas dalam cara penyelesaian  agents antrian tidak bergerak sedikitpun Tolonglah fast response  Cs nya kalah sm shopee yg gercep dan  terlihat  online saat menerima pengaduan,saya sedang bermasalah dengan pengisian pulsa karena masa tenggang  xl care maya dan agents sungguh tidak membantu  maya bot  terbatas dalam cara penyelesaian  agents antrian tidak bergerak sedikitpun tolonglah fast response  cs nya kalah sm shopee yg gercep dan  terlihat  online saat menerima pengaduan,"['saya', 'sedang', 'bermasalah', 'dengan', 'pengisian', 'pulsa', 'karena', 'masa', 'tenggang', 'xl', 'care', 'maya', 'dan', 'agents', 'sungguh', 'tidak', 'membantu', 'maya', 'bot', 'terbatas', 'dalam', 'cara', 'penyelesaian', 'agents', 'antrian', 'tidak', 'bergerak', 'sedikitpun', 'tolonglah', 'fast', 'response', 'cs', 'nya', 'kalah', 'sm', 'shopee', 'yg', 'gercep', 'dan', 'terlihat', 'online', 'saat', 'menerima', 'pengaduan']","['saya', 'sedang', 'bermasalah', 'dengan', 'pengisian', 'pulsa', 'karena', 'masa', 'tenggang', 'xl', 'peduli', 'maya', 'dan', 'agen', 'sungguh', 'tidak', 'membantu', 'maya', 'robot', 'terbatas', 'dalam', 'cara', 'penyelesaian', 'agen', 'antrian', 'tidak', 'bergerak', 'sedikitpun', 'tolonglah', 'cepat', 'respon', 'cs', 'nya', 'kalah', 'sm', 'shopee', 'yang', 'gerak cepat', 'dan', 'terlihat', 'online', 'saat', 'menerima', 'pengaduan']","['bermasalah', 'pengisian', 'pulsa', 'tenggang', 'xl', 'peduli', 'maya', 'agen', 'sungguh', 'tidak', 'membantu', 'maya', 'robot', 'terbatas', 'penyelesaian', 'agen', 'antrian', 'tidak', 'bergerak', 'sedikitpun', 'tolonglah', 'cepat', 'respon', 'cs', 'nya', 'kalah', 'sm', 'shopee', 'gerak cepat', 'online', 'menerima', 'pengaduan']","['masalah', 'isi', 'pulsa', 'tenggang', 'xl', 'peduli', 'maya', 'agen', 'sungguh', 'tidak', 'bantu', 'maya', 'robot', 'batas', 'selesai', 'agen', 'antri', 'tidak', 'gerak', 'sedikit', 'tolong', 'cepat', 'respon', 'cs', 'nya', 'kalah', 'sm', 'shopee', 'gerak cepat', 'online', 'terima', 'adu']",masalah isi pulsa tenggang xl peduli maya agen sungguh tidak bantu maya robot batas selesai agen antri tidak gerak sedikit tolong cepat respon cs nya kalah sm shopee gerak cepat online terima adu
Robi arshaka,5,2022-02-11 12:39:00,mantap...bisa bayar dengan va BCA kalau beli pulsa di myXL....trima kasih xl...,2,2,2,1,,mantap   bisa bayar dengan va BCA kalau beli pulsa di myXL    trima kasih xl,mantap   bisa bayar dengan va BCA kalau beli pulsa di myXL    trima kasih xl,mantap bisa bayar dengan va BCA kalau beli pulsa di myXL trima kasih xl,mantap bisa bayar dengan va bca kalau beli pulsa di myxl trima kasih xl,"['mantap', 'bisa', 'bayar', 'dengan', 'va', 'bca', 'kalau', 'beli', 'pulsa', 'di', 'myxl', 'trima', 'kasih', 'xl']","['mantap', 'bisa', 'bayar', 'dengan', 'va', 'bca', 'kalau', 'beli', 'pulsa', 'di', 'myxl', 'terima kasih', 'kasih', 'xl']","['mantap', 'bayar', 'va', 'bca', 'beli', 'pulsa', 'myxl', 'terima kasih', 'kasih', 'xl']","['mantap', 'bayar', 'va', 'bca', 'beli', 'pulsa', 'myxl', 'terima kasih', 'kasih', 'xl']",mantap bayar va bca beli pulsa myxl terima kasih kasih xl
Swandaru Tirta Sandhika,5,2022-02-11 11:38:00,Sebenarnya bagi masyarakat awam cukup pintar untuk: merestart device kalian > switch ke kartu lain/kartu xl yg serupa agar tidak terjadi crash atau keluar apps sendiri > membersihkan penyimpanan internal agar tidak terjadi lemot pada device jika hal hal lain seperti terpotong pulsa lebih baik anda semua pilih fitur kontrol pulsa pada laman pengaturan Sekian dari saya terimakasih ðŸ™ðŸ‘,2,2,2,1,,Sebenarnya bagi masyarakat awam cukup pintar untuk  merestart device kalian   switch ke kartu lain kartu xl yg serupa agar tidak terjadi crash atau keluar apps sendiri   membersihkan penyimpanan internal agar tidak terjadi lemot pada device jika hal hal lain seperti terpotong pulsa lebih baik anda semua pilih fitur kontrol pulsa pada laman pengaturan Sekian dari saya terimakasih ðŸ™ðŸ‘,Sebenarnya bagi masyarakat awam cukup pintar untuk  merestart device kalian   switch ke kartu lain kartu xl yg serupa agar tidak terjadi crash atau keluar apps sendiri   membersihkan penyimpanan internal agar tidak terjadi lemot pada device jika hal hal lain seperti terpotong pulsa lebih baik anda semua pilih fitur kontrol pulsa pada laman pengaturan Sekian dari saya terimakasih ,Sebenarnya bagi masyarakat awam cukup pintar untuk  merestart device kalian switch ke kartu lain kartu xl yg serupa agar tidak terjadi crash atau keluar apps sendiri membersihkan penyimpanan internal agar tidak terjadi lemot pada device jika hal hal lain seperti terpotong pulsa lebih baik anda semua pilih fitur kontrol pulsa pada laman pengaturan Sekian dari saya terimakasih ,sebenarnya bagi masyarakat awam cukup pintar untuk  merestart device kalian switch ke kartu lain kartu xl yg serupa agar tidak terjadi crash atau keluar apps sendiri membersihkan penyimpanan internal agar tidak terjadi lemot pada device jika hal hal lain seperti terpotong pulsa lebih baik anda semua pilih fitur kontrol pulsa pada laman pengaturan sekian dari saya terimakasih ,"['sebenarnya', 'bagi', 'masyarakat', 'awam', 'cukup', 'pintar', 'untuk', 'merestart', 'device', 'kalian', 'switch', 'ke', 'kartu', 'lain', 'kartu', 'xl', 'yg', 'serupa', 'agar', 'tidak', 'terjadi', 'crash', 'atau', 'keluar', 'apps', 'sendiri', 'membersihkan', 'penyimpanan', 'internal', 'agar', 'tidak', 'terjadi', 'lemot', 'pada', 'device', 'jika', 'hal', 'hal', 'lain', 'seperti', 'terpotong', 'pulsa', 'lebih', 'baik', 'anda', 'semua', 'pilih', 'fitur', 'kontrol', 'pulsa', 'pada', 'laman', 'pengaturan', 'sekian', 'dari', 'saya', 'terimakasih']","['sebenarnya', 'bagi', 'masyarakat', 'awam', 'cukup', 'pintar', 'untuk', 'menggulangi', 'perangkat', 'kalian', 'pindah', 'ke', 'kartu', 'lain', 'kartu', 'xl', 'yang', 'serupa', 'agar', 'tidak', 'terjadi', 'rusak', 'atau', 'keluar', 'aplikasi', 'sendiri', 'membersihkan', 'penyimpanan', 'internal', 'agar', 'tidak', 'terjadi', 'lelet', 'pada', 'perangkat', 'jika', 'hal', 'hal', 'lain', 'seperti', 'terpotong', 'pulsa', 'lebih', 'baik', 'anda', 'semua', 'pilih', 'fitur', 'kontrol', 'pulsa', 'pada', 'laman', 'pengaturan', 'sekian', 'dari', 'saya', 'terima kasih']","['masyarakat', 'awam', 'pintar', 'menggulangi', 'perangkat', 'pindah', 'kartu', 'kartu', 'xl', 'tidak', 'rusak', 'aplikasi', 'membersihkan', 'penyimpanan', 'internal', 'tidak', 'lelet', 'perangkat', 'terpotong', 'pulsa', 'pilih', 'fitur', 'kontrol', 'pulsa', 'laman', 'pengaturan', 'sekian', 'terima kasih']","['masyarakat', 'awam', 'pintar', 'menggulangi', 'perangkat', 'pindah', 'kartu', 'kartu', 'xl', 'tidak', 'rusak', 'aplikasi', 'bersih', 'simpan', 'internal', 'tidak', 'lelet', 'perangkat', 'potong', 'pulsa', 'pilih', 'fitur', 'kontrol', 'pulsa', 'laman', 'atur', 'sekian', 'terima kasih']",masyarakat awam pintar menggulangi perangkat pindah kartu kartu xl tidak rusak aplikasi bersih simpan internal tidak lelet perangkat potong pulsa pilih fitur kontrol pulsa laman atur sekian terima kasih
Teguh Susanto,1,2022-02-11 10:02:00,"Harga sdh oke, lbh terjangkau dr yg lain, tapi kualitas jaringan Sangat MENGECEWAKAN, TIDAK STABIL, bahkan signalnya SERING ilang-ilangan!! Percuma kuota besar tapi LEMOT PARAH ... . Tolong PERBAIKI!!",1,1,1,-1,,Harga sdh oke  lbh terjangkau dr yg lain  tapi kualitas jaringan Sangat MENGECEWAKAN  TIDAK STABIL  bahkan signalnya SERING ilang ilangan   Percuma kuota besar tapi LEMOT PARAH       Tolong PERBAIKI,Harga sdh oke  lbh terjangkau dr yg lain  tapi kualitas jaringan Sangat MENGECEWAKAN  TIDAK STABIL  bahkan signalnya SERING ilang ilangan   Percuma kuota besar tapi LEMOT PARAH       Tolong PERBAIKI,Harga sdh oke  lbh terjangkau dr yg lain  tapi kualitas jaringan Sangat MENGECEWAKAN  TIDAK STABIL  bahkan signalnya SERING ilang ilangan Percuma kuota besar tapi LEMOT PARAH Tolong PERBAIKI,harga sdh oke  lbh terjangkau dr yg lain  tapi kualitas jaringan sangat mengecewakan  tidak stabil  bahkan signalnya sering ilang ilangan percuma kuota besar tapi lemot parah tolong perbaiki,"['harga', 'sdh', 'oke', 'lbh', 'terjangkau', 'dr', 'yg', 'lain', 'tapi', 'kualitas', 'jaringan', 'sangat', 'mengecewakan', 'tidak', 'stabil', 'bahkan', 'signalnya', 'sering', 'ilang', 'ilangan', 'percuma', 'kuota', 'besar', 'tapi', 'lemot', 'parah', 'tolong', 'perbaiki']","['harga', 'sdh', 'oke', 'lebih', 'terjangkau', 'dari', 'yang', 'lain', 'tapi', 'kualitas', 'jaringan', 'sangat', 'mengecewakan', 'tidak', 'stabil', 'bahkan', 'sinyal', 'sering', 'hilang', 'hilang', 'percuma', 'kuota', 'besar', 'tapi', 'lelet', 'parah', 'tolong', 'perbaiki']","['harga', 'sdh', 'oke', 'terjangkau', 'kualitas', 'jaringan', 'mengecewakan', 'tidak', 'stabil', 'sinyal', 'hilang', 'hilang', 'kuota', 'lelet', 'parah', 'tolong', 'perbaiki']","['harga', 'sdh', 'oke', 'jangkau', 'kualitas', 'jaring', 'kecewa', 'tidak', 'stabil', 'sinyal', 'hilang', 'hilang', 'kuota', 'lelet', 'parah', 'tolong', 'baik']",harga sdh oke jangkau kualitas jaring kecewa tidak stabil sinyal hilang hilang kuota lelet parah tolong baik
Nur Wahid Sendi,2,2022-02-11 0:20:00,Kenapa sinyal XL kalau malem jelek banget tapi kalau siang bagus banget?,3,3,3,0,,Kenapa sinyal XL kalau malem jelek banget tapi kalau siang bagus banget,Kenapa sinyal XL kalau malem jelek banget tapi kalau siang bagus banget,Kenapa sinyal XL kalau malem jelek banget tapi kalau siang bagus banget,kenapa sinyal xl kalau malem jelek banget tapi kalau siang bagus banget,"['kenapa', 'sinyal', 'xl', 'kalau', 'malem', 'jelek', 'banget', 'tapi', 'kalau', 'siang', 'bagus', 'banget']","['kenapa', 'sinyal', 'xl', 'kalau', 'malam', 'jelek', 'banget', 'tapi', 'kalau', 'siang', 'bagus', 'banget']","['sinyal', 'xl', 'malam', 'jelek', 'banget', 'siang', 'bagus', 'banget']","['sinyal', 'xl', 'malam', 'jelek', 'banget', 'siang', 'bagus', 'banget']",sinyal xl malam jelek banget siang bagus banget
Aji Firmansyah,3,2022-02-11 0:13:00,"Seru banget. Saya baru beli paket bayar pake pulsa. Trus masih ada sisa pulsa 30rebuu. paketnya emang udah masuk sihh, trus on data buka ini itu yang kesedot pulsanya kipakkk, mana abis tuh 30rebu Kipakk. Plislah untuk xl kalo mau nyedot pulsa usahakan ada konfirmasi atau tidaknya. Soalnya kakak saya juga sering ngalamin seperti itu. Saya dan kakak saya pelanggan setia xl but xl jaringan lumayan bagus dan terkadang ada diskon gede""an Jadi tolong ya di perbaiki lagi agar tidak mengcewan pelanggan",3,3,3,0,,Seru banget  Saya baru beli paket bayar pake pulsa  Trus masih ada sisa pulsa  rebuu  paketnya emang udah masuk sihh  trus on data buka ini itu yang kesedot pulsanya kipakkk  mana abis tuh  rebu Kipakk  Plislah untuk xl kalo mau nyedot pulsa usahakan ada konfirmasi atau tidaknya  Soalnya kakak saya juga sering ngalamin seperti itu  Saya dan kakak saya pelanggan setia xl but xl jaringan lumayan bagus dan terkadang ada diskon gede an Jadi tolong ya di perbaiki lagi agar tidak mengcewan pelanggan,Seru banget  Saya baru beli paket bayar pake pulsa  Trus masih ada sisa pulsa  rebuu  paketnya emang udah masuk sihh  trus on data buka ini itu yang kesedot pulsanya kipakkk  mana abis tuh  rebu Kipakk  Plislah untuk xl kalo mau nyedot pulsa usahakan ada konfirmasi atau tidaknya  Soalnya kakak saya juga sering ngalamin seperti itu  Saya dan kakak saya pelanggan setia xl but xl jaringan lumayan bagus dan terkadang ada diskon gede an Jadi tolong ya di perbaiki lagi agar tidak mengcewan pelanggan,Seru banget  Saya baru beli paket bayar pake pulsa  Trus masih ada sisa pulsa  rebuu  paketnya emang udah masuk sihh  trus on data buka ini itu yang kesedot pulsanya kipak  mana abis tuh  rebu Kipakk  Plislah untuk xl kalo mau nyedot pulsa usahakan ada konfirmasi atau tidaknya  Soalnya kakak saya juga sering ngalamin seperti itu  Saya dan kakak saya pelanggan setia xl but xl jaringan lumayan bagus dan terkadang ada diskon gede an Jadi tolong ya di perbaiki lagi agar tidak mengcewan pelanggan,seru banget  saya baru beli paket bayar pake pulsa  trus masih ada sisa pulsa  rebuu  paketnya emang udah masuk sihh  trus on data buka ini itu yang kesedot pulsanya kipak  mana abis tuh  rebu kipakk  plislah untuk xl kalo mau nyedot pulsa usahakan ada konfirmasi atau tidaknya  soalnya kakak saya juga sering ngalamin seperti itu  saya dan kakak saya pelanggan setia xl but xl jaringan lumayan bagus dan terkadang ada diskon gede an jadi tolong ya di perbaiki lagi agar tidak mengcewan pelanggan,"['seru', 'banget', 'saya', 'baru', 'beli', 'paket', 'bayar', 'pake', 'pulsa', 'trus', 'masih', 'ada', 'sisa', 'pulsa', 'rebuu', 'paketnya', 'emang', 'udah', 'masuk', 'sihh', 'trus', 'on', 'data', 'buka', 'ini', 'itu', 'yang', 'kesedot', 'pulsanya', 'kipak', 'mana', 'abis', 'tuh', 'rebu', 'kipakk', 'plislah', 'untuk', 'xl', 'kalo', 'mau', 'nyedot', 'pulsa', 'usahakan', 'ada', 'konfirmasi', 'atau', 'tidaknya', 'soalnya', 'kakak', 'saya', 'juga', 'sering', 'ngalamin', 'seperti', 'itu', 'saya', 'dan', 'kakak', 'saya', 'pelanggan', 'setia', 'xl', 'but', 'xl', 'jaringan', 'lumayan', 'bagus', 'dan', 'terkadang', 'ada', 'diskon', 'gede', 'an', 'jadi', 'tolong', 'ya', 'di', 'perbaiki', 'lagi', 'agar', 'tidak', 'mengcewan', 'pelanggan']","['seru', 'banget', 'saya', 'baru', 'beli', 'paket', 'bayar', 'pakai', 'pulsa', 'terus', 'masih', 'ada', 'sisa', 'pulsa', 'ribu', 'paketnya', 'emang', 'sudah', 'masuk', 'sihh', 'terus', 'on', 'data', 'buka', 'ini', 'itu', 'yang', 'kesedot', 'pulsanya', 'kipak', 'mana', 'habis', 'tuh', 'ribu', 'bohong', 'tolong', 'untuk', 'xl', 'kalau', 'mau', 'sedot', 'pulsa', 'usahakan', 'ada', 'konfirmasi', 'atau', 'tidaknya', 'soalnya', 'kakak', 'saya', 'juga', 'sering', 'mengalami', 'seperti', 'itu', 'saya', 'dan', 'kakak', 'saya', 'konsumen', 'setia', 'xl', 'mungkin', 'xl', 'jaringan', 'lumayan', 'bagus', 'dan', 'terkadang', 'ada', 'diskon', 'gede', 'an', 'jadi', 'tolong', 'iya', 'di', 'perbaiki', 'lagi', 'agar', 'tidak', 'mengecewakan', 'konsumen']","['seru', 'banget', 'beli', 'paket', 'bayar', 'pakai', 'pulsa', 'sisa', 'pulsa', 'ribu', 'paketnya', 'emang', 'masuk', 'sihh', 'on', 'data', 'buka', 'kesedot', 'pulsanya', 'kipak', 'habis', 'tuh', 'ribu', 'bohong', 'tolong', 'xl', 'sedot', 'pulsa', 'usahakan', 'konfirmasi', 'tidaknya', 'kakak', 'mengalami', 'kakak', 'konsumen', 'setia', 'xl', 'xl', 'jaringan', 'lumayan', 'bagus', 'terkadang', 'diskon', 'gede', 'an', 'tolong', 'iya', 'perbaiki', 'tidak', 'mengecewakan', 'konsumen']","['seru', 'banget', 'beli', 'paket', 'bayar', 'pakai', 'pulsa', 'sisa', 'pulsa', 'ribu', 'paket', 'emang', 'masuk', 'sihh', 'on', 'data', 'buka', 'sedot', 'pulsa', 'kipak', 'habis', 'tuh', 'ribu', 'bohong', 'tolong', 'xl', 'sedot', 'pulsa', 'usaha', 'konfirmasi', 'tidak', 'kakak', 'alami', 'kakak', 'konsumen', 'setia', 'xl', 'xl', 'jaring', 'lumayan', 'bagus', 'terkadang', 'diskon', 'gede', 'an', 'tolong', 'iya', 'baik', 'tidak', 'kecewa', 'konsumen']",seru banget beli paket bayar pakai pulsa sisa pulsa ribu paket emang masuk sihh on data buka sedot pulsa kipak habis tuh ribu bohong tolong xl sedot pulsa usaha konfirmasi tidak kakak alami kakak konsumen setia xl xl jaring lumayan bagus terkadang diskon gede an tolong iya baik tidak kecewa konsumen
Hendi Hasan,2,2022-02-10 5:31:00,"Mahal,harga tidak merakyat, kuotanya kebanyakan buat youtubeanðŸ˜¡;kuota internet digedein harusnya sisanya kuota youtubeðŸ˜¡, 3 giga buat seminggu cukup buat apa?di pikir dong yg realistis,situ kan orang pintarðŸ˜¡",1,1,1,-1,,Mahal harga tidak merakyat  kuotanya kebanyakan buat youtubeanðŸ˜¡ kuota internet digedein harusnya sisanya kuota youtubeðŸ˜¡    giga buat seminggu cukup buat apa di pikir dong yg realistis situ kan orang pintarðŸ˜¡,Mahal harga tidak merakyat  kuotanya kebanyakan buat youtubean kuota internet digedein harusnya sisanya kuota youtube    giga buat seminggu cukup buat apa di pikir dong yg realistis situ kan orang pintar,Mahal harga tidak merakyat  kuotanya kebanyakan buat youtubean kuota internet digedein harusnya sisanya kuota youtube giga buat seminggu cukup buat apa di pikir dong yg realistis situ kan orang pintar,mahal harga tidak merakyat  kuotanya kebanyakan buat youtubean kuota internet digedein harusnya sisanya kuota youtube giga buat seminggu cukup buat apa di pikir dong yg realistis situ kan orang pintar,"['mahal', 'harga', 'tidak', 'merakyat', 'kuotanya', 'kebanyakan', 'buat', 'youtubean', 'kuota', 'internet', 'digedein', 'harusnya', 'sisanya', 'kuota', 'youtube', 'giga', 'buat', 'seminggu', 'cukup', 'buat', 'apa', 'di', 'pikir', 'dong', 'yg', 'realistis', 'situ', 'kan', 'orang', 'pintar']","['mahal', 'harga', 'tidak', 'merakyat', 'kuota', 'kebanyakan', 'buat', 'youtube', 'kuota', 'internet', 'besar', 'harusnya', 'sisanya', 'kuota', 'youtube', 'giga', 'buat', 'seminggu', 'cukup', 'buat', 'apa', 'di', 'pikir', 'dong', 'yang', 'realistis', 'situ', 'kan', 'orang', 'pintar']","['mahal', 'harga', 'tidak', 'merakyat', 'kuota', 'kebanyakan', 'youtube', 'kuota', 'internet', 'sisanya', 'kuota', 'youtube', 'giga', 'seminggu', 'pikir', 'realistis', 'situ', 'orang', 'pintar']","['mahal', 'harga', 'tidak', 'rakyat', 'kuota', 'banyak', 'youtube', 'kuota', 'internet', 'sisa', 'kuota', 'youtube', 'giga', 'minggu', 'pikir', 'realistis', 'situ', 'orang', 'pintar']",mahal harga tidak rakyat kuota banyak youtube kuota internet sisa kuota youtube giga minggu pikir realistis situ orang pintar
7E Muhammad shofarryan firmana,5,2022-02-10 4:20:00,Bagus sekali apk nya saya suka ðŸ˜ðŸ˜ðŸ˜ terima kasih my XL sudah memberi kami paket data 1gb,2,2,2,1,,Bagus sekali apk nya saya suka ðŸ˜ðŸ˜ðŸ˜ terima kasih my XL sudah memberi kami paket data  gb,Bagus sekali apk nya saya suka  terima kasih my XL sudah memberi kami paket data  gb,Bagus sekali apk nya saya suka  terima kasih my XL sudah memberi kami paket data  gb,bagus sekali apk nya saya suka  terima kasih my xl sudah memberi kami paket data  gb,"['bagus', 'sekali', 'apk', 'nya', 'saya', 'suka', 'terima', 'kasih', 'my', 'xl', 'sudah', 'memberi', 'kami', 'paket', 'data', 'gb']","['bagus', 'sekali', 'aplikasi', 'nya', 'saya', 'suka', 'terima', 'kasih', 'my', 'xl', 'sudah', 'memberi', 'kami', 'paket', 'data', 'gb']","['bagus', 'aplikasi', 'nya', 'suka', 'terima', 'kasih', 'my', 'xl', 'paket', 'data']","['bagus', 'aplikasi', 'nya', 'suka', 'terima', 'kasih', 'my', 'xl', 'paket', 'data']",bagus aplikasi nya suka terima kasih my xl paket data
rizaltoha,1,2022-02-10 4:03:00,"Mau login susah bener, autentikasi gagal mulu... padhal dah masukin otp... mohon dijawab.",1,1,1,-1,,Mau login susah bener  autentikasi gagal mulu    padhal dah masukin otp    mohon dijawab,Mau login susah bener  autentikasi gagal mulu    padhal dah masukin otp    mohon dijawab,Mau login susah bener  autentikasi gagal mulu padhal dah masukin otp mohon dijawab,mau login susah bener  autentikasi gagal mulu padhal dah masukin otp mohon dijawab,"['mau', 'login', 'susah', 'bener', 'autentikasi', 'gagal', 'mulu', 'padhal', 'dah', 'masukin', 'otp', 'mohon', 'dijawab']","['mau', 'login', 'susah', 'benar', 'autentikasi', 'gagal', 'melulu', 'padahal', 'sudah', 'masukkan', 'otp', 'mohon', 'dijawab']","['login', 'susah', 'autentikasi', 'gagal', 'melulu', 'masukkan', 'otp', 'mohon']","['login', 'susah', 'autentikasi', 'gagal', 'melulu', 'masuk', 'otp', 'mohon']",login susah autentikasi gagal melulu masuk otp mohon
Su Hendrik,1,2022-02-10 14:23:14,"Aplikasi selalu terhenti jadi gak bisa di buka, sudah uninstal dan instal lagi yg baru tapi tetap aplikasi terhenti atau aplikasi myXL tidak menanggapi..",1,1,1,-1,,Aplikasi selalu terhenti jadi gak bisa di buka  sudah uninstal dan instal lagi yg baru tapi tetap aplikasi terhenti atau aplikasi myXL tidak menanggapi,Aplikasi selalu terhenti jadi gak bisa di buka  sudah uninstal dan instal lagi yg baru tapi tetap aplikasi terhenti atau aplikasi myXL tidak menanggapi,Aplikasi selalu terhenti jadi gak bisa di buka  sudah uninstal dan instal lagi yg baru tapi tetap aplikasi terhenti atau aplikasi myXL tidak menanggapi,aplikasi selalu terhenti jadi gak bisa di buka  sudah uninstal dan instal lagi yg baru tapi tetap aplikasi terhenti atau aplikasi myxl tidak menanggapi,"['aplikasi', 'selalu', 'terhenti', 'jadi', 'gak', 'bisa', 'di', 'buka', 'sudah', 'uninstal', 'dan', 'instal', 'lagi', 'yg', 'baru', 'tapi', 'tetap', 'aplikasi', 'terhenti', 'atau', 'aplikasi', 'myxl', 'tidak', 'menanggapi']","['aplikasi', 'selalu', 'terhenti', 'jadi', 'gak', 'bisa', 'di', 'buka', 'sudah', 'copot', 'dan', 'pasang', 'lagi', 'yang', 'baru', 'tapi', 'tetap', 'aplikasi', 'terhenti', 'atau', 'aplikasi', 'myxl', 'tidak', 'menanggapi']","['aplikasi', 'terhenti', 'gak', 'buka', 'copot', 'pasang', 'aplikasi', 'terhenti', 'aplikasi', 'myxl', 'tidak', 'menanggapi']","['aplikasi', 'henti', 'gak', 'buka', 'copot', 'pasang', 'aplikasi', 'henti', 'aplikasi', 'myxl', 'tidak', 'tanggap']",aplikasi henti gak buka copot pasang aplikasi henti aplikasi myxl tidak tanggap
